	Geneid	Gene symbol	Gene name	Fold Change	q-value (%)	Negative Fold Change
NM_199361	7165.0	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	
NM_199359	7165.0	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	
NM_003288	7165.0	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	
NM_199362	7165.0	TPD52L2	tumor protein D52-like 2	4.42476162	0.637618	
NM_000365	7167.0	TPI1	triosephosphate isomerase 1	2.17692534	3.2351467	
NM_001018004	7168.0	TPM1	tropomyosin 1 (alpha)	2.12487132	3.2351467	
NM_001018006	7168.0	TPM1	tropomyosin 1 (alpha)	2.24308462	2.5903232000000003	
NM_001018007	7168.0	TPM1	tropomyosin 1 (alpha)	2.12487132	3.2351467	
NM_001018020	7168.0	TPM1	tropomyosin 1 (alpha)	2.24308462	2.5903232000000003	
NM_001018008	7168.0	TPM1	tropomyosin 1 (alpha)	3.09273692	1.0218237	
NM_000366	7168.0	TPM1	tropomyosin 1 (alpha)	2.91546585	0.637618	
NM_001018005	7168.0	TPM1	tropomyosin 1 (alpha)	2.60011602	0.637618	
NM_003289	7169.0	TPM2	tropomyosin 2 (beta)	2.28698838	0.637618	
NM_213674	7169.0	TPM2	tropomyosin 2 (beta)	3.92607149	0.637618	
NM_003290	7171.0	TPM4	tropomyosin 4	2.65476484	2.9727196	
NM_003596	8460.0	TPST1	tyrosylprotein sulfotransferase 1	2.65097448	1.9393426	
NM_021210	58485.0	TRAPPC1	trafficking protein particle complex 1	2.57319989	3.797649	
NM_014408	27095.0	TRAPPC3	trafficking protein particle complex 3	2.38298513	0.637618	
NM_003449	7726.0	TRIM26	tripartite motif-containing 26	1.87345694	3.753678	
NM_018700	55521.0	TRIM36	tripartite motif-containing 36	0.34441422	2.0161834	-2.903480582
NM_003302	7205.0	TRIP6	thyroid hormone receptor interactor 6	1.98645637	3.3991674	
NM_003304	7220.0	TRPC1	transient receptor potential cation channel, subfamily C, member 1	0.42895279	3.9508566	-2.3312588780000003
NM_001001188	7226.0	TRPM2	transient receptor potential cation channel, subfamily M, member 2	0.54614153	4.3199052	-1.831027206
NM_003307	7226.0	TRPM2	transient receptor potential cation channel, subfamily M, member 2	0.54614153	4.3199052	-1.831027206
NM_031472	83707.0	TRPT1	tRNA phosphotransferase 1	1.81587904	4.6110465	
NM_001025239	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_003271	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_001025235	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_001025238	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_001025237	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_001025236	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_001025234	7106.0	TSPAN4	tetraspanin 4	2.31359589	0.637618	
NM_003310	7260.0	TSSC1	tumor suppressing subtransferable candidate 1	2.53679746	2.3697766	
NM_005706	10078.0	TSSC4	tumor suppressing subtransferable candidate 4	1.74362905	3.6724242999999994	
NM_003312	7263.0	TST	thiosulfate sulfurtransferase (rhodanese)	1.94050765	3.2351467	
NM_003313	7264.0	TSTA3	tissue specific transplantation antigen P35B	3.26791486	0.637618	
NM_178014	203068.0	TUBB	tubulin, beta	2.15606591	2.5903232000000003	
NM_003321	7284.0	TUFM	Tu translation elongation factor, mitochondrial	2.09907103	1.4706181	
NM_001004125	286319.0	TUSC1	tumor suppressor candidate 1	2.55227854	3.9508566	
NM_003329	7295.0	TXN	thioredoxin	1.95834744	3.2351467	
NM_012473	25828.0	TXN2	thioredoxin 2	2.54815595	1.9982331000000002	
NM_019022	54495.0	TXNDC10	thioredoxin domain containing 10	0.27125422	1.7079054	-3.68657859
NM_017853	54957.0	TXNL4B	thioredoxin-like 4B	2.10264599	4.9341886	
NM_003335	7318.0	UBE1L	ubiquitin-activating enzyme E1-like	0.40122683	2.9727196	-2.492355758
NM_181777	7319.0	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	2.29904289	3.2351467	
NM_181762	7319.0	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	2.27481208	3.2351467	
NM_003336	7319.0	UBE2A	ubiquitin-conjugating enzyme E2A (RAD6 homolog)	2.25635077	3.6724242999999994	
NM_015983	51619.0	UBE2D4	ubiquitin-conjugating enzyme E2D 4 (putative)	2.34526624	0.637618	
NM_003969	9040.0	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	2.71848611	2.3206861	
NM_004788	9354.0	UBE4A	ubiquitination factor E4A (UFD2 homolog, yeast)	0.45954993	3.753678	-2.176042111
NM_024292	59286.0	UBL5	ubiquitin-like 5	2.0488041	3.797649	
NM_019116	56061.0	UBPH	ubiquitin-binding protein homolog	3.04431676	0.637618	
NM_053067	29979.0	UBQLN1	ubiquilin 1	1.88212984	4.9341886	
NM_024954	80019.0	UBTD1	ubiquitin domain containing 1	2.20913536	0.637618	
NM_017859	54963.0	UCKL1	uridine-cytidine kinase 1-like 1	4.05039143	0.637618	
NM_001003684	29796.0	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD)	1.98058572	3.3991674	
NM_013387	29796.0	UCRC	ubiquinol-cytochrome c reductase complex (7.2 kD)	1.98058572	3.3991674	
NM_016406	51506.0	UFC1	ubiquitin-fold modifier conjugating enzyme 1	1.97256488	3.797649	
NM_003358	7357.0	UGCG	UDP-glucose ceramide glucosyltransferase	0.36020592	4.9341886	-2.776189797
NM_207106	55559.0	UIP1	26S proteasome-associated UCH interacting protein 1	4.30286207	0.637618	
NM_017518	55559.0	UIP1	26S proteasome-associated UCH interacting protein 1	5.26197374	0.0	
NM_207107	55559.0	UIP1	26S proteasome-associated UCH interacting protein 1	4.85173946	0.0	
NM_025154	23353.0	UNC84A	unc-84 homolog A (C. elegans)	0.28970395	2.6012277000000004	-3.451799673
NM_015542	26019.0	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	0.34645921	1.7079054	-2.8863426660000004
NM_080599	26019.0	UPF2	UPF2 regulator of nonsense transcripts homolog (yeast)	0.34645921	1.7079054	-2.8863426660000004
NM_006952	7348.0	UPK1B	uroplakin 1B	3.76083382	0.0	
NM_014402	27089.0	UQCRQ	ubiquinol-cytochrome c reductase, complex III subunit VII, 9.5kDa	1.87903911	1.9982331000000002	
NM_000375	7390.0	UROS	uroporphyrinogen III synthase (congenital erythropoietic porphyria)	2.56431529	0.637618	
NM_003940	8975.0	USP13	ubiquitin specific peptidase 13 (isopeptidase T-3)	0.44282714	3.753678	-2.258217507
NM_006313	9958.0	USP15	ubiquitin specific peptidase 15	0.42670997	4.3199052	-2.3435121519999997
NM_012475	27005.0	USP21	ubiquitin specific peptidase 21	2.12555498	4.3199052	
NM_013396	29761.0	USP25	ubiquitin specific peptidase 25	0.51252761	4.6110465	-1.9511143990000002
NM_153477	8409.0	UXT	ubiquitously-expressed transcript	2.2161102	2.1038158	
NM_004182	8409.0	UXT	ubiquitously-expressed transcript	2.07181394	3.3991674	
NM_004781	9341.0	VAMP3	vesicle-associated membrane protein 3 (cellubrevin)	1.93512533	4.3199052	
NM_003762	8674.0	VAMP4	vesicle-associated membrane protein 4	1.80526954	4.3199052	
NM_003761	8673.0	VAMP8	vesicle-associated membrane protein 8 (endobrevin)	2.06022328	3.3991674	
NM_003375	7417.0	VDAC2	voltage-dependent anion channel 2	2.71329161	0.637618	
NM_015186	23230.0	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	0.36629184	1.7079054	-2.730063547
NM_020821	54832.0	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	0.48899342	4.3199052	-2.045017293
NM_017684	54832.0	VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	0.48899342	4.3199052	-2.045017293
NM_015378	55187.0	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	0.40460314	2.6012277000000004	-2.471557685
NM_018156	55187.0	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	0.40460314	2.6012277000000004	-2.471557685
NM_183057	51160.0	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)	2.67994978	0.637618	
NM_016208	51160.0	VPS28	vacuolar protein sorting 28 homolog (S. cerevisiae)	2.6866678	0.637618	
NM_005997	6944.0	VPS72	vacuolar protein sorting 72 (yeast)	2.03161406	1.9393426	
NM_006370	10490.0	VTI1B	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)	1.93879485	2.5903232000000003	
NM_014991	23001.0	WDFY3	WD repeat and FYVE domain containing 3	0.35478011	1.7079054	-2.818647302
NM_178585	23001.0	WDFY3	WD repeat and FYVE domain containing 3	0.35478011	1.7079054	-2.818647302
NM_024100	57418.0	WDR18	WD repeat domain 18	2.29100789	4.9341886	
NM_025132	57728.0	WDR19	WD repeat domain 19	0.36635284	2.0161834	-2.729608975
NM_017588	11091.0	WDR5	WD repeat domain 5	1.99119883	2.5903232000000003	
NM_052821	11091.0	WDR5	WD repeat domain 5	1.99119883	2.5903232000000003	
NM_032118	84058.0	WDR54	WD repeat domain 54	3.97437805	0.637618	
NM_145647	93594.0	WDR67	WD repeat domain 67	0.41327148	2.1038158	-2.419716938
NM_015285	23335.0	WDR7	WD repeat domain 7	0.30349213	1.7079054	-3.2949783569999997
NM_052834	23335.0	WDR7	WD repeat domain 7	0.30349213	1.7079054	-3.2949783569999997
NM_024102	79084.0	WDR77	WD repeat domain 77	3.15269509	1.219488	
NM_080733	10406.0	WFDC2	WAP four-disulfide core domain 2	11.49850349	0.0	
NM_006103	10406.0	WFDC2	WAP four-disulfide core domain 2	13.33639276	0.0	
NM_080735	10406.0	WFDC2	WAP four-disulfide core domain 2	2.26792076	1.5613079	
NM_032345	84305.0	WIBG	within bgcn homolog (Drosophila)	2.07403825	3.6724242999999994	
NM_017983	55062.0	WIPI1	WD repeat domain, phosphoinositide interacting 1	1.97953705	2.0161834	
NM_000553	7486.0	WRN	Werner syndrome	0.28747677	4.3199052	-3.478541936
NM_000379	7498.0	XDH	xanthine dehydrogenase	2.95556465	2.9727196	
NM_019001	54464.0	XRN1	5'-3' exoribonuclease 1	0.30223829999999996	1.7079054	-3.3086475139999996
NM_006014	8270.0	XX-FW81657B9.4	DNA segment on chromosome X (unique) 9879 expressed sequence	2.63657217	0.637618	
NM_004559	4904.0	YBX1	Y box binding protein 1	2.29556455	1.4567723	
NM_006530	8089.0	YEATS4	YEATS domain containing 4	2.23700374	1.0218237	
NM_020470	10897.0	YIF1A	Yip1 interacting factor homolog A (S. cerevisiae)	2.65000376	0.637618	
NM_033557	90522.0	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	2.72213869	2.4738185	
NM_024029	78992.0	YIPF2	Yip1 domain family, member 2	2.09505208	1.4706181	
NM_015388	25844.0	YIPF3	Yip1 domain family, member 3	2.50407678	1.219488	
NM_006555	10652.0	YKT6	SNARE protein Ykt6	3.99088736	0.0	
NM_139313	10730.0	YME1L1	YME1-like 1 (S. cerevisiae)	0.50065898	3.753678	-1.997367549
NM_017798	54915.0	YTHDF1	YTH domain family, member 1	2.54200953	3.6724242999999994	
NM_014838	9889.0	ZBED4	zinc finger, BED-type containing 4	2.05957718	3.797649	
NM_014950	22890.0	ZBTB1	zinc finger and BTB domain containing 1	0.42996115	4.6110465	-2.3257915280000003
NM_014415	27107.0	ZBTB11	zinc finger and BTB domain containing 11	0.39330915	2.6012277000000004	-2.542529204
NM_178547	339487.0	ZBTB8OS	zinc finger and BTB domain containing 8 opposite strand	1.99497714	2.6012277000000004	
NM_206831	285381.0	ZCSL2	zinc finger, CSL-type containing 2	2.07280201	3.753678	
NM_032283	84243.0	ZDHHC18	zinc finger, DHHC-type containing 18	2.12109608	3.2351467	
NM_016598	51304.0	ZDHHC3	zinc finger, DHHC-type containing 3	2.19077243	1.9393426	
NM_138802	130617.0	ZFAND2B	zinc finger, AN1-type domain 2B	2.21989843	3.2351467	
NM_021943	60685.0	ZFAND3	zinc finger, AN1-type domain 3	1.95437545	4.3199052	
NM_032527	84619.0	ZGPAT	zinc finger, CCCH-type with G patch domain	3.35041783	0.637618	
NM_181485	84619.0	ZGPAT	zinc finger, CCCH-type with G patch domain	3.35041783	0.637618	
NM_181484	84619.0	ZGPAT	zinc finger, CCCH-type with G patch domain	3.35041783	0.637618	
NM_007129	7546.0	ZIC2	Zic family member 2 (odd-paired homolog, Drosophila)	0.30129283	2.5903232000000003	-3.3190301939999998
NM_016265	7559.0	ZNF12	zinc finger protein 12	0.23396545	1.7079054	-4.274135348
NM_003434	7692.0	ZNF133	zinc finger protein 133 (clone pHZ-13)	2.16929671	3.9508566	
NM_014519	7775.0	ZNF232	zinc finger protein 232	2.21680576	3.797649	
NM_003904	8882.0	ZNF259	zinc finger protein 259	3.44099684	0.637618	
NM_020843	49855.0	ZNF291	zinc finger protein 291	0.29263413	1.7079054	-3.417236397
NM_032924	7551.0	ZNF3	zinc finger protein 3 (A8-51)	2.00826503	4.6110465	
NM_032164	84124.0	ZNF394	zinc finger protein 394	2.36591913	1.9982331000000002	
NM_021188	57862.0	ZNF410	zinc finger protein 410	1.86377305	3.6724242999999994	
NM_018355	55786.0	ZNF415	zinc finger protein 415	0.39393746	2.5903232000000003	-2.5384740000000003
NM_015555	26036.0	ZNF451	zinc finger protein 451	0.47676943	3.6724242999999994	-2.0974499140000002
NM_021224	58499.0	ZNF462	zinc finger protein 462	0.4038163	1.9982331000000002	-2.476373539
NM_144631	130557.0	ZNF513	zinc finger protein 513	2.04300475	3.2351467	
NM_133444	116115.0	ZNF526	zinc finger protein 526	2.83197204	1.0218237	
NM_015871	51042.0	ZNF593	zinc finger protein 593	2.44880861	2.3697766	
NM_172070	130507.0	ZNF650	zinc finger protein 650	0.33069032	1.7079054	-3.0239772360000003
NM_138286	148213.0	ZNF681	zinc finger protein 681	0.42185979	4.9341886	-2.3704558330000003
NM_023931	65988.0	ZNF747	zinc finger protein 747	2.70870672	0.637618	
NM_003428	7637.0	ZNF84	zinc finger protein 84 (HPF2)	0.40590641	3.6724242999999994	-2.463622095
NM_003430	7644.0	ZNF91	zinc finger protein 91 (HPF7, HTF10)	0.25638320000000003	2.9727196	-3.9004115710000002
NM_006349	10467.0	ZNHIT1	zinc finger, HIT type 1	2.52671914	1.5613079	
NM_170783	30834.0	ZNRD1	zinc ribbon domain containing 1	2.18859197	2.1038158	
NM_014596	30834.0	ZNRD1	zinc ribbon domain containing 1	2.18859197	2.1038158	
NM_007155	7784.0	ZP3	zona pellucida glycoprotein 3 (sperm receptor)	2.825438	0.637618	
NM_001010972	7791.0	ZYX	zyxin	2.31427267	2.5903232000000003	
NM_003461	7791.0	ZYX	zyxin	2.31427267	2.5903232000000003	
NM_144495	nan			2.38343983	2.9727196	
XM_375449	nan			1.96369176	3.6724242999999994	
XR_000132	nan			3.6826627999999997	0.637618	
NM_183063	nan			2.12743967	1.9393426	
XM_375698	nan			2.49754598	2.6012277000000004	
NM_015026	23041.0		MON2 homolog (S. cerevisiae)	0.27459418	1.7079054	-3.641737782
AFFX-HUMRGE/M10098_3_at	nan			0.39920395	1.7079054	-2.504985234
XM_374498	nan			2.43320074	1.219488	
XM_371254	nan			0.35749476	1.7079054	-2.7972437969999997
NM_016015	nan			1.93099732	3.753678	
NM_079425	nan			2.37899761	1.219488	
NM_079424	nan			2.37899761	1.219488	
XM_379228	nan			1.99683631	3.3991674	
XM_373431	nan			1.69127916	3.6724242999999994	
NM_017874	nan			2.40053578	3.2351467	
NM_001005416	51257.0		membrane-associated ring finger (C3HC4) 2	2.22059238	4.3199052	
XM_371590	nan			0.25219257	1.7079054	-3.965223876
XM_043653	nan			9.37641336	0.0	
AFFX-M27830_5_at	nan			0.40388131	1.7079054	-2.475974934
NM_021832	nan			0.41617328	2.4912595	-2.402845276
XM_290941	nan			2.81574283	0.637618	
XM_371542	nan			0.30751359	1.9982331000000002	-3.251888803
NM_004216	nan			1.98162136	2.4738185	
NM_145324	nan			0.26631261	2.0161834	-3.7549855410000004
XM_085151	nan			0.39880092	3.3991674	-2.5075167830000002
XM_499179	nan			2.43513806	1.9982331000000002	
NM_178814	nan			1.85120788	3.6724242999999994	
NM_016109	nan			0.26675848	1.7079054	-3.7487093189999996
NM_001005415	51257.0		membrane-associated ring finger (C3HC4) 2	2.22059238	4.3199052	
XM_496405	nan			3.8497586999999998	0.637618	
NM_178226	nan			1.75439926	3.797649	
XM_496518	nan			2.22713992	1.3001076	
XM_028217	nan			2.26024532	0.637618	
XM_376043	nan			3.01625259	0.637618	
XM_056455	nan			2.9967742000000004	1.9393426	
NR_002184	nan			2.21832162	0.637618	
NM_181512	nan			2.59094073	0.637618	
XM_498557	nan			2.01881509	3.9508566	
XM_378178	nan			0.31801442	2.1038158	-3.144511497
NM_148974	nan			0.55372086	4.6110465	-1.80596411
NM_181513	nan			2.79594492	0.637618	
NR_002207	nan			2.67221918	2.5903232000000003	
NM_199052	nan			2.70444156	0.637618	
NM_180981	nan			2.44211147	0.637618	
NM_007233	nan			2.6953702999999996	0.637618	
NM_203353	nan			2.52101608	0.637618	
XM_495965	nan			2.22713992	1.3001076	
XM_376247	nan			2.33074349	3.9508566	
XM_499012	nan			1.96330872	2.6012277000000004	
XM_531426	nan			0.43248737	3.2351467	-2.31220625
XM_497679	nan			1.88899527	3.753678	
XM_379736	nan			1.99906529	3.797649	
NM_178225	nan			1.75439926	3.797649	
NM_001002256	nan			1.83980594	3.797649	
XM_370878	nan			0.5467135999999999	4.6110465	-1.8291112569999999
XM_374765	nan			0.3713308	1.9982331000000002	-2.693016577
NM_004652	nan			0.44133619	3.753678	-2.265846361
NM_021906	nan			0.44133619	3.753678	-2.265846361
NM_145323	nan			0.26631261	2.0161834	-3.7549855410000004
NM_016496	51257.0		membrane-associated ring finger (C3HC4) 2	2.22059238	4.3199052	
XM_211529	nan			1.80112402	4.3199052	
XM_372143	nan			3.01999056	0.637618	
XM_379250	nan			3.05795096	2.1038158	
AFFX-HUMRGE/M10098_5_at	nan			0.35092548	1.7079054	-2.8496078430000003
XM_374065	nan			0.48666529	2.4912595	-2.054800333
XM_379694	nan			1.99906529	3.797649	
XM_371848	nan			1.97030325	2.6012277000000004	
XR_000223	nan			2.03817755	4.9341886	
XM_499128	nan			2.02243801	1.219488	
XM_372719	nan			0.34909721	2.0161834	-2.86453163
NM_016572	nan			2.10290835	4.6110465	
XM_379274	nan			2.17285833	1.9393426	
XM_114303	nan			0.44647433	2.5903232000000003	-2.239770425
XM_496301	nan			0.37470871	3.3991674	-2.668739672
